onset	duration
7.121	3.204
23.053	5.736
40.021	4.712
51.919	3.134
69.95	4.511
88.85	3.331
108.798	3.639
127.881	5.076
139.78	4.857
155.697	5.156
172.678	3.719
185.628	3.881
200.676	2.977
219.576	4.253
236.541	5.44
253.524	3.441
264.556	5.401
275.573	2.672
287.471	2.862
297.454	6.991
313.37	3.763
330.352	3.085
347.318	6.839
360.267	4.866
378.299	7.242
390.199	3.998
407.181	3.72
422.23	5.567
433.246	5.031
446.195	4.234
460.042	7.179
478.043	6.314
490.125	3.72
507.091	4.234
523.023	3.71
535.973	3.392
550.87	3.391
569.921	2.948
580.954	3.067
590.767	2.886
