onset	duration
7.003	1.644
15.91	2.017
22.87	1.545
30.843	1.468
42.816	1.27
46.79	1.305
53.763	0.979
63.723	1.155
70.696	1.327
82.67	4
87.67	1.248
98.63	2.584
111.603	2.411
120.576	2.67
126.536	1.214
132.509	2.425
143.483	2.331
155.443	2.867
167.416	2.11
172.389	1.745
176.363	1.171
185.323	1.227
195.296	2.822
202.269	2.049
207.229	1.073
218.203	2.859
225.176	2.566
233.136	1.47
240.109	2.833
244.083	2.555
249.043	1.275
253.016	1.23
259.989	1.129
268.962	1.668
273.922	1.62
282.896	1.47
290.869	1.241
295.829	2.233
300.802	1.66
308.776	1.438
321.736	1.006
326.709	2.569
331.682	2.956
336.656	2.142
348.616	2.734
357.589	2.745
363.562	1.82
368.536	1.39
375.496	2.726
385.469	2.433
392.442	2.676
405.416	1.966
410.376	1.798
423.349	1.681
432.322	2.628
438.295	1.223
448.255	3.479
461.229	2.553
472.202	1.796
480.175	1.399
485.135	1.799
492.109	1.369
498.082	1.212
509.055	2.903
516.015	2.975
523.989	1.097
528.962	1.98
536.935	1.446
549.895	1.51
561.869	1.56
565.842	1.659
579.815	3.15
589.775	1.438
600.748	2.553
