onset	duration
7.003	7.484
22.909	4.778
39.869	10
51.869	10
69.869	3.802
81.843	4.34
97.816	4.527
114.789	9.682
127.749	5.69
142.723	8.332
161.696	4.007
178.669	5.658
195.629	6.45
214.603	6.932
234.576	8.039
253.549	4.626
264.509	10
275.509	5.082
287.482	4.021
297.456	5.007
313.429	4.178
330.389	4.314
347.362	3.877
360.336	2.567
378.309	8.002
390.269	5.986
407.242	6.757
422.216	8.047
433.189	3.346
446.149	5.61
460.122	3.981
478.096	4.175
490.069	5.945
507.029	5.601
523.002	4.917
535.975	6.952
550.949	7.642
569.909	5.513
580.882	4.853
590.855	2.944
