onset	duration
47.098	1.845
63.084	4.355
74.071	3.56
93.057	5.894
112.044	3.875
130.017	5.758
142.004	1.715
156.991	2.264
169.977	3.278
181.964	2.995
247.017	7.174
263.017	4.614
282.004	1.779
293.991	3.112
304.964	3.219
315.937	2.934
333.924	3.747
347.91	4.121
365.884	2.435
380.87	3.937
445.91	4.208
463.91	2.672
482.884	3.099
498.857	2.989
512.844	7.498
529.817	6.006
540.79	2.904
554.777	9.085
568.764	3.874
581.75	2.96
