onset	duration
50.09	4.016
65.089	2.626
76.055	2.619
89.021	1.757
95.987	2.855
106.97	2.657
170.999	5.212
183.998	4.301
196.964	1.559
208.93	2.177
224.896	2.595
232.879	2.308
296.908	5.415
305.907	6
312.907	2.152
323.873	2.578
334.839	2.204
343.805	2.438
407.867	2.976
416.867	2.552
426.833	5.554
433.799	2.324
443.765	2.478
454.731	2.656
518.777	1.954
528.776	2.411
542.742	4.813
558.708	3.487
574.673	4.642
585.656	2.883
