onset	duration
7.003	5.021
22.923	4.853
39.896	6.935
51.856	5.783
69.83	7.233
88.803	4.428
103.776	5.695
119.723	4.868
131.709	6.266
147.683	8.557
164.656	5.447
177.616	10
192.629	6.826
211.589	5.282
228.563	7.46
245.536	4.703
256.496	6.599
267.469	5.106
279.429	6.298
292.402	5.453
305.376	3.751
322.349	6.042
339.322	5.581
352.282	8.789
370.256	4.463
382.229	6.418
399.189	4.562
414.175	5.752
425.135	3.784
438.109	5.633
452.082	5.94
470.042	8.572
482.015	4.6
498.975	10
514.989	5.017
525.962	4.916
540.922	4.356
558.895	4.791
575.855	6.759
586.828	3.594
