onset	duration
7.021	14.123
41.914	9.358
75.887	11.537
112.861	9.195
143.821	27.171
181.794	18.726
215.767	14.937
254.727	26.689
293.701	18.139
331.674	7.63
366.634	24.526
403.607	29.857
435.581	30
475.581	13.051
514.554	24.31
545.514	8.094
576.487	23.129
