onset	duration
7.025	10
23.025	8.822
39.985	3.206
51.958	8.649
69.931	10
81.932	0.379
97.905	4.077
114.878	6.096
127.838	5.169
142.811	7.595
161.785	10
178.785	7.237
195.758	10
214.758	10
234.758	4.688
253.718	10
264.718	6.48
275.691	3.803
287.665	3.581
297.638	6.248
313.598	9.009
330.571	5.387
347.545	2.702
360.518	2.336
378.478	6.104
390.451	5.659
407.425	3.853
422.398	8.176
433.358	4.4
446.331	6.923
460.305	5.653
478.278	10
490.278	5.32
507.238	6.905
523.211	3.091
536.185	10
551.185	7.382
570.145	5.877
581.118	3.96
591.091	4.363
