onset	duration
7.007	6.263
22.923	5.035
39.889	4.325
51.854	3.52
69.837	2.449
88.802	3.22
103.768	2.83
119.734	2.936
131.7	7.298
147.682	3.7
164.647	4.511
177.613	6.705
192.596	8.874
211.561	2.261
228.527	4.471
245.492	5.738
256.475	5.755
267.424	5.606
279.39	7.48
292.373	10
305.355	7.275
322.338	8.852
339.303	4.839
352.269	3.473
370.251	2.555
382.217	2.885
399.183	4.015
414.165	3.162
425.131	3.1
438.097	3.038
452.063	3.88
470.028	3.867
482.011	6.588
498.977	3.574
514.942	4.817
525.908	1.859
540.874	3.597
558.856	4.591
575.822	6.825
586.804	2.187
