onset	duration
7.003	8.795
22.902	6.8
39.884	4.85
51.85	9.028
69.816	6.174
81.782	3.576
97.764	2.722
114.73	9.012
127.695	6.767
142.661	8.673
161.643	6.147
178.609	9.253
195.574	4.632
214.54	3.858
234.522	4.228
253.487	4.039
264.453	10
275.453	3.369
287.419	3.219
297.401	4.493
313.367	4.359
330.332	2.842
347.315	2.787
360.281	2.989
378.246	4.672
390.212	5.402
407.194	3.748
422.16	6.022
433.126	3.624
446.092	4.506
460.074	7.604
478.04	4.398
490.006	4.664
506.971	5.523
522.954	3.836
535.919	2.735
550.885	4.665
569.851	4.723
580.833	5.093
590.799	2.487
