onset	duration
7.003	4.172
22.909	6.074
39.882	4.269
51.843	8.1
69.816	6.319
81.789	3.242
97.762	3.661
114.722	10
127.722	6.549
142.696	7.135
161.669	3.25
178.642	7.853
195.602	3.237
214.576	7.575
234.549	4.354
253.522	4.565
264.482	10
275.482	5.077
287.456	2.399
297.429	4.954
313.402	7.973
330.362	3.812
347.336	4.11
360.309	3.897
378.282	7.077
390.242	5.893
407.215	4.167
422.189	6.345
433.162	3.796
446.122	5.604
460.095	4.839
478.069	7.081
490.029	3.161
507.002	3.996
522.975	5.751
535.935	4.815
550.909	5.865
569.882	7.3
580.842	7.588
590.815	3.487
