onset	duration
7.003	1.206
15.91	1.235
22.87	1.547
30.843	1.286
42.817	1.04
46.79	1.499
53.75	1.171
63.723	1.094
70.697	1.448
82.657	2.456
87.63	1.195
98.603	2.158
111.563	2.702
120.536	1.873
126.51	1.627
132.483	1.902
143.443	1.902
155.416	1.673
167.39	2.027
172.35	1.651
176.323	1.038
185.296	1.169
195.256	2.537
202.23	1.915
207.203	1.054
218.163	2.598
225.136	2.113
233.11	1.427
240.083	1.382
244.043	1.814
249.016	0.809
252.99	0.771
259.95	0.883
268.923	1.326
273.896	1.073
282.856	1.081
290.829	0.932
295.803	1.454
300.763	0.958
308.736	1.089
321.709	1.028
326.683	1.678
331.643	1.806
336.616	1.313
348.589	1.892
357.549	1.572
363.523	1.118
368.496	1.281
375.469	2.364
385.443	2.038
392.403	2.23
405.376	1.945
410.349	1.076
423.323	0.806
432.283	2.518
438.256	0.825
448.229	1.612
461.203	0.918
472.163	1.35
480.136	1.153
485.109	0.9
492.083	1.03
498.043	0.79
509.016	1.633
515.989	2.476
523.962	0.759
528.922	0.855
536.896	1.041
549.869	1.156
561.842	1.91
565.802	0.887
579.776	2.336
589.749	1.027
600.722	2.279
