onset	duration
7.017	0.992
15.921	1.288
22.891	1.527
30.862	1.363
42.83	1.267
46.802	0.935
53.773	1.22
63.742	0.955
70.713	0.928
82.682	1.463
87.653	1.132
98.622	1.404
111.604	1.958
120.574	1.18
126.545	2.521
132.516	1.638
143.485	1.037
155.454	1.948
167.423	1.379
172.394	1.544
176.366	0.908
185.336	0.834
195.306	0.92
202.276	1.27
207.248	2.194
218.217	1.633
225.188	1.19
233.158	1.324
240.142	1.788
244.1	1.534
249.072	1.69
253.044	1.238
260.014	1.74
268.984	1.466
273.956	1.414
282.939	1.719
290.909	1.445
295.881	0.921
300.839	1.091
308.823	0.995
321.791	1.155
326.762	0.808
331.734	0.948
336.705	1.209
348.674	1.248
357.644	1.046
363.615	1.115
368.586	1.208
375.557	1.285
385.527	1.187
392.497	1.449
405.466	1.368
410.437	1.157
423.406	1.06
432.376	1.53
438.347	1.063
448.329	1.121
461.298	1.144
472.267	1.103
480.237	1.165
485.209	1.297
492.179	1.007
498.151	1.291
509.12	0.722
516.09	1.504
524.061	1.221
529.032	1.474
537.002	1.048
549.971	1.487
561.94	1.206
565.911	1.379
579.879	1.003
589.849	1.129
600.831	1.435
