onset	duration
7.004	4.687
22.91	6.221
39.87	4.621
51.844	5.911
69.817	4.202
88.79	4.141
108.75	4.485
127.724	4.199
139.697	5.562
155.67	6.693
172.63	3.837
185.604	4.767
200.577	3.13
219.55	8.637
236.51	4.629
253.484	5.407
264.457	6.49
275.43	3.165
287.39	6.221
297.364	3.351
313.337	5.154
330.31	1.981
347.27	5.845
360.243	4.776
378.217	5.466
390.19	6.509
407.15	3.589
422.123	6.24
433.097	3.674
446.07	8.189
460.03	3.245
478.003	5.04
489.977	3.522
506.95	3.357
522.91	3.117
535.883	2.616
550.857	2.586
569.83	3.261
580.79	3.093
590.763	4.08
