onset	duration
7	7.939
22.916	7.487
39.898	3.625
51.864	4.915
69.83	3.717
88.795	4.584
103.778	6.401
119.743	5.052
131.709	4.702
147.691	4.52
164.657	5.586
177.623	6.036
192.605	3.974
211.571	5.704
228.536	6.723
245.502	6.653
256.484	5.655
267.45	2.457
279.4	4.995
292.382	7.645
305.348	6.503
322.33	7.297
339.296	3.475
352.262	4.565
370.227	6.184
382.21	4.089
399.175	3.788
414.141	5.654
425.124	3.719
438.089	4.098
452.055	3.756
470.021	4.574
482.003	4.168
498.952	5.443
514.934	2.813
525.9	3.487
540.866	4.433
558.848	3.203
575.814	4.117
586.78	1.839
