onset	duration
7.053	2.672
22.969	3.484
39.951	4.534
51.864	1.925
69.865	3.924
88.948	2.505
108.897	3.996
127.795	1.602
139.709	3.696
155.794	6.883
172.776	2.62
185.725	5.113
200.591	1.798
219.674	2.803
236.638	2.815
253.622	4.623
264.47	2.871
275.503	2.717
287.416	3.453
297.383	3.958
313.467	6.753
330.45	1.883
347.415	3.358
360.365	5.576
378.228	3.385
390.296	2.597
407.278	3.75
422.145	5.603
433.177	3.548
446.126	6.102
460.125	1.96
478.142	3.486
490.04	2.637
507.022	2.567
522.938	3.202
535.904	3.205
550.953	4.811
569.852	3.008
580.867	2.53
590.851	3.865
