onset	duration
7.032	5.034
22.931	3.99
39.897	4.56
51.863	7.954
69.845	3.476
81.811	2.83
97.777	4.752
114.743	6.442
127.725	7.18
142.691	4.918
161.656	3.305
178.622	6.843
195.588	3.134
214.57	9.271
234.535	8.97
253.501	3.844
264.467	8.318
275.433	9.304
287.415	6.226
297.381	5.172
313.347	5.822
330.313	2.92
347.278	4.139
360.261	3.38
378.226	8.095
390.192	10
407.191	2.946
422.157	8.972
433.123	3.71
446.106	6.191
460.071	4.762
478.037	4.892
490.003	2.99
506.969	5.056
522.951	3.658
535.917	5.556
550.883	6.351
569.848	4.649
580.814	4.035
590.797	1.956
