onset	duration
7.005	1.804
15.905	1.936
22.871	1.506
30.854	2.531
42.82	1.317
46.786	1.255
53.752	1.913
63.718	1.787
70.701	1.028
82.667	4
87.667	1.11
98.633	2.984
111.598	4
120.598	2.587
126.564	1.269
132.547	2.262
143.513	4
155.512	2.537
167.478	1.891
172.444	2.525
176.411	1.15
185.394	1.295
195.36	3.409
202.326	1.763
207.292	1.829
218.275	2.646
225.241	2.632
233.207	1.266
240.173	1.636
244.14	3.365
249.123	1.59
253.089	0.936
260.055	1.298
269.022	1.419
273.988	1.509
282.971	1.998
290.937	1.552
295.903	3.394
300.869	1.188
308.836	0.837
321.818	1.687
326.784	2.401
331.751	1.73
336.717	3.436
348.7	2.933
357.666	3.103
363.632	2.745
368.598	1.803
375.581	2.676
385.547	2.518
392.514	4
405.513	2.016
410.479	1.154
423.462	1.563
432.428	2.669
438.394	1.015
448.36	2.433
461.342	1.355
472.308	2.197
480.275	1.126
485.241	2.136
492.224	1.337
498.19	1.443
509.156	2.365
516.122	3.311
524.105	1.24
529.071	1.098
537.038	1.155
550.003	2.31
561.986	2.175
565.952	1.609
579.918	3.195
589.884	1.029
600.867	2.574
