onset	duration
7.099	2.038
16.032	3.361
23.032	1.641
30.914	3.351
42.98	1.429
46.83	1.827
53.829	0.996
63.812	0.885
70.812	1.069
82.711	2.93
87.778	1.007
98.627	3.046
111.59	1.723
120.674	1.247
126.625	2.592
132.575	1.906
143.609	0.888
155.506	1.151
167.406	3.211
172.489	1.184
176.353	0.968
185.438	0.723
195.403	0.686
202.252	2.15
207.303	2.754
218.336	1.849
225.167	3.13
233.202	0.711
240.201	3.352
244.066	1.095
249.135	1.226
252.999	2.722
259.984	3.857
269.083	0.838
273.983	0.874
282.899	1.71
290.948	1.389
295.864	0.866
300.931	2.646
308.814	3.363
321.763	3.342
326.831	1.162
331.729	0.92
336.643	2.462
348.712	3.241
357.627	0.798
363.577	1
368.66	0.893
375.476	1.501
385.46	1.253
392.459	0.99
405.408	1.025
410.475	2.102
423.424	1.881
432.356	0.821
438.307	2.694
448.289	3
461.238	2.923
472.254	1.075
480.152	1.241
485.203	2.182
492.203	2.246
498.153	2.184
509.185	1.112
516.002	1.015
524.051	1.366
528.951	2.05
537.001	0.776
549.949	1.42
561.848	0.969
565.882	1.487
579.881	0.848
589.864	1.153
600.727	1.098
