onset	duration
47.952	2.34
64.051	4.217
75.067	2.465
94.316	2.864
113.398	5.982
131.43	3.454
143.496	2.508
158.545	2.875
171.678	4.502
183.743	2.293
249.373	6.671
265.472	4.828
284.554	3.45
296.453	10
307.653	2.359
318.684	3.576
336.867	5.48
350.867	3.697
369.066	4.754
384.115	2.817
449.927	1.869
467.943	3.444
487.025	4.602
502.956	2.863
517.123	5.464
534.272	6.803
545.136	4.731
559.304	10
573.303	2.764
586.419	4.56
