onset	duration
7.02	0
23.014	0
40.021	0
52.016	0
70.022	5.775
81.991	3.534
97.958	7.319
114.925	9.936
127.907	7.914
142.875	5.41
161.841	8.836
178.808	3.365
195.775	3.126
214.754	7.771
234.72	2.877
253.686	5.711
264.655	5.926
275.624	9.165
287.606	4.895
297.576	6.181
313.543	6.422
330.51	7.439
347.477	4.184
360.445	5.496
378.425	8.94
390.394	6.027
407.361	3.404
422.328	6.581
433.297	4.068
446.266	3.843
460.234	7.731
478.214	4.247
490.182	6.847
507.149	2.84
523.117	4.096
536.085	3.712
551.066	5.995
570.032	4.517
581.001	6.62
590.971	4.77
