onset	duration
7.005	13.46
45.911	12.066
82.871	10.69
120.844	28.293
159.818	27.511
203.778	20.943
244.751	15.29
287.724	16.693
325.684	26.773
369.657	31.416
413.631	22.122
454.604	31.389
498.564	20.397
533.537	35
570.537	18.96
