onset	duration
46.682	3.851
59.677	5.28
67.647	5.566
83.614	3.919
92.584	4.797
104.553	1.804
166.183	3.966
176.179	2.73
185.135	4.27
198.104	5.293
214.084	5.793
223.054	6.303
284.684	3.145
292.668	2.673
300.638	7
315.646	6.663
326.615	4.806
341.582	6.743
403.226	7
415.248	2.549
430.215	3.15
446.182	4.183
459.151	3.67
470.12	1.701
531.763	5.594
545.758	3.735
553.728	4.141
564.697	7
575.693	3.192
585.662	4.071
