onset	duration
7.015	3.627
15.922	3.392
22.895	4
30.895	2.675
42.855	2.811
46.828	2.286
53.802	2.448
63.775	1.731
70.748	1.71
82.708	2.861
87.681	1.377
98.655	4
111.655	4
120.655	1.85
126.628	2.581
132.601	2.096
143.575	1.634
155.535	3.466
167.508	3.037
172.481	2.984
176.455	1.666
185.428	1.405
195.388	1.645
202.361	3.376
207.335	2.922
218.308	3.421
225.281	3.264
233.241	1.368
240.214	2.675
244.188	1.381
249.161	2.504
253.121	2.064
260.094	3.555
269.068	1.949
274.041	2.416
283.001	2.152
290.974	2.243
295.948	1.733
300.921	2.208
308.881	2.616
321.854	2.563
326.828	1.749
331.801	1.528
336.761	3.176
348.734	3.011
357.708	1.261
363.681	1.256
368.654	2.035
375.614	2.707
385.587	3.99
392.587	2.214
405.561	3.528
410.534	2.947
423.507	4
432.507	1.838
438.481	2.56
448.441	3.056
461.414	3.883
472.387	3.654
480.361	3
485.334	2.195
492.294	2.683
498.267	3.566
509.24	2.521
516.214	2.771
524.187	1.734
529.16	3.353
537.12	1.409
550.094	1.875
562.067	1.669
566.04	1.816
580.014	1.283
589.987	4
600.987	1.285
