onset	duration
7.016	6.115
22.923	6.648
39.883	7.744
51.856	7.068
69.83	5.749
81.803	6.992
97.763	4.816
114.736	2.964
127.71	4.998
142.683	4.84
161.643	5.696
178.616	4.939
195.59	3.918
214.563	4.952
234.523	2.976
253.496	3.22
264.47	4.75
275.43	5.59
287.403	4.552
297.376	6.94
313.35	6.397
330.31	2.637
347.283	4.168
360.256	3.612
378.23	7.645
390.19	3.661
407.163	4.336
422.136	4.563
433.096	4.875
446.07	4.717
460.043	8.36
478.016	7.883
489.976	8.899
506.95	4.765
522.923	2.657
535.883	5.416
550.856	4.659
569.83	4.517
580.803	2.336
590.763	2.552
