onset	duration
7.029	8.841
22.929	7.661
39.911	7.127
51.994	5.092
69.843	6.155
88.909	9.536
108.857	9.244
127.756	5.21
139.839	6.406
155.754	9.539
172.737	4.34
185.687	7.998
200.736	6.765
219.634	10
236.616	3.949
253.582	5.407
264.615	6.91
275.479	4.47
287.53	4.555
297.513	7.964
313.428	3.097
330.41	3.707
347.392	5.461
360.342	7.12
378.358	7.071
390.257	7.188
407.239	6.734
422.288	7.551
433.153	6.588
446.254	5.687
460.086	4.183
478.119	6.766
490.018	4.716
506.998	8.543
523.082	5.827
536.031	6.654
550.914	4.531
569.979	5.514
580.844	3.321
590.811	5.17
