onset	duration
7.003	4.877
22.91	8.45
39.87	9.626
51.843	10
69.843	5.389
81.816	3.656
97.79	7.626
114.75	10
127.75	6.226
142.723	7.109
161.696	5.224
178.67	10
195.67	4.266
214.643	10
234.643	10
253.643	3.676
264.603	9.373
275.576	5.048
287.549	3.275
297.523	10
313.523	3.5
330.483	3.228
347.456	3.943
360.429	3.107
378.389	5.354
390.363	8.516
407.336	3.423
422.296	10
433.296	3.887
446.269	9.778
460.243	3.94
478.203	3.22
490.176	6.647
507.149	6.13
523.122	3.549
536.082	5.885
551.056	6.351
570.029	3.626
580.989	4.314
590.962	3.277
