onset	duration
7.002	1.604
15.909	1.145
22.882	2.076
30.842	2.332
42.816	1.998
46.789	1.377
53.762	2.356
63.736	1.934
70.709	1.249
82.669	2.049
87.642	1.452
98.616	2.406
111.589	2.385
120.562	1.692
126.536	2.054
132.496	1.589
143.469	1.825
155.442	3.204
167.416	4
172.416	2.102
176.389	2.153
185.362	2.42
195.322	0.996
202.296	1.333
207.269	1.489
218.242	2.308
225.216	2.134
233.189	4
240.189	1.665
244.149	1.729
249.122	2.076
253.096	2.542
260.069	3.369
269.042	1.292
274.015	1.255
282.975	1.247
290.949	2.801
295.922	1.164
300.895	1.311
308.869	1.089
321.829	2.072
326.802	1.811
331.775	0.974
336.749	1.593
348.722	2.412
357.695	1.927
363.655	1.159
368.629	2.041
375.602	1.796
385.575	1.679
392.549	1.665
405.522	3.068
410.482	2.524
423.455	2.078
432.429	2.089
438.402	2.651
448.375	4
461.375	2.83
472.349	1.528
480.309	1.56
485.282	1.427
492.255	2.758
498.229	2.304
509.202	2.003
516.162	1.851
524.135	2.479
529.109	1.816
537.082	1.82
550.055	1.79
562.029	2.448
565.989	1.064
579.962	1.835
589.935	1.622
600.909	1.464
