onset	duration
46.586	7
59.602	5.51
67.585	4.8
83.55	4.827
92.517	3.531
104.482	1.918
166.012	3.388
176.011	2.965
184.977	3.975
197.943	3.289
213.909	5.235
222.892	3.908
284.421	5.403
292.42	7
300.42	1.996
315.386	5.094
326.352	2.224
341.317	2.387
402.847	3.785
414.846	3.13
429.812	3.452
445.777	6.079
458.743	3.105
469.709	4.091
531.255	2.594
545.254	5.674
553.22	6.412
564.186	6.062
575.152	3.624
585.118	2.602
