onset	duration
7.02	6.186
22.938	7.5
39.903	7.671
51.986	5.06
69.85	8.364
88.9	7.33
108.849	7.829
127.748	6.586
139.831	6.047
155.763	7.403
172.729	7.445
185.678	7.664
200.727	8.663
219.626	8.036
236.608	3.982
253.574	6.56
264.606	7.8
275.456	3.63
287.538	8.212
297.504	7.854
313.437	6.393
330.402	3.724
347.385	6.453
360.334	7.576
378.349	7.073
390.249	6.845
407.231	7.287
422.28	5.526
433.13	6.836
446.094	8.56
460.078	8.864
478.11	9.392
490.009	5.213
506.975	7.855
523.074	9.716
536.024	7.102
550.906	9.372
569.988	5.722
580.837	7.488
590.803	0
