onset	duration
7.014	6.22
22.921	6.201
39.881	9.769
51.854	5.892
69.828	10
88.828	4.422
108.801	5.129
127.761	4.753
139.734	8.188
155.707	8.487
172.681	2.825
185.641	5.585
200.614	2.468
219.587	8.751
236.561	3.473
253.521	7.145
264.494	7.588
275.467	4.727
287.441	4.601
297.401	5.857
313.374	2.796
330.347	2.271
347.321	7.865
360.28	7.754
378.254	8.572
390.227	6.471
407.2	5.858
422.16	9.618
433.134	6.268
446.107	7.727
460.08	4.858
478.04	8.401
490.014	4.971
506.987	10
522.987	5.751
535.96	3.473
550.92	5.249
569.893	4.132
580.867	4.518
590.84	5.201
